object_id,trap_type,attractant_used,trap_id,latitude,longitude,address,town,state,county,trap_site,trap_set,set_time_day,trap_collected,collected_time_day,genus,species,life_stage,eggs_collected,larvae_collected,pupae_collected,females_collected,males_collected,unknown_collected,report_date
379,Gravid Trap,Lure and grass infusion,3A,38.939464,-77.052801,3998 Spring of Freedom St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,7,0,0,2017/08/30 23:02:00+00
380,BGS Trap,Lure,3A,38.939464,-77.052801,3998 Spring of Freedom St. NW,Washington,DC,District of Columbia,Urban Public Place,2018/08/21 04:00:00+00,Afternoon,2018/08/22 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,4,0,0,2018/09/24 18:53:00+00
381,BGS Trap,Lure,3A,38.939464,-77.052801,3998 Spring of Freedom St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/06/14 04:00:00+00,Afternoon,2017/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,11,0,2017/09/19 18:43:00+00
382,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.958136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/04/05 04:00:00+00,Morning,2016/04/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,41,0,0,2017/09/26 19:19:00+00
383,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/12 04:00:00+00,Morning,2016/07/14 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,4,0,0,2017/12/06 18:14:00+00
384,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/21 04:00:00+00,Morning,2016/06/23 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,1,0,2017/12/05 20:05:00+00
385,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/08/21 04:00:00+00,Afternoon,2018/08/22 04:00:00+00,Afternoon,Culex,restuans,Adult,No,No,No,3,0,0,2018/09/24 19:02:00+00
386,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/07/02 04:00:00+00,Afternoon,2018/07/03 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,18,0,0,2018/07/09 20:28:00+00
387,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/06/12 04:00:00+00,Afternoon,2018/06/13 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,19,0,1,2018/06/25 20:36:00+00
388,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/05/08 04:00:00+00,Afternoon,2018/05/09 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2018/06/11 18:34:00+00
389,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/12 20:41:00+00
390,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/07 04:00:00+00,Morning,2016/06/09 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,56,4,0,2017/12/05 16:26:00+00
391,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/09/06 04:00:00+00,Afternoon,2016/09/08 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/11 18:28:00+00
392,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/12 18:10:00+00
393,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/06/28 04:00:00+00,Morning,2017/06/29 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,1,0,2017/09/19 19:42:00+00
394,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/09/13 04:00:00+00,Morning,2017/09/14 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/09/18 21:04:00+00
395,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,3,0,0,2017/09/11 19:53:00+00
396,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/05/29 04:00:00+00,Afternoon,2018/05/30 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,7,1,0,2018/06/18 20:36:00+00
397,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/12 04:00:00+00,Morning,2016/07/14 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,20,0,0,2017/12/06 18:15:00+00
398,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/07 04:00:00+00,Morning,2016/06/09 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,5,0,0,2017/12/05 16:26:00+00
399,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2018/06/25 21:25:00+00
400,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/08/16 04:00:00+00,Morning,2016/08/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,0,0,2017/12/08 18:57:00+00
401,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/04 04:00:00+00,Morning,2016/10/06 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/12/12 17:21:00+00
402,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/02 04:00:00+00,Afternoon,2017/08/03 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,7,3,0,2017/09/25 22:05:00+00
403,Gravid Trap,Lure and grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/16 04:00:00+00,Morning,2017/08/17 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,12,2,0,2017/09/26 16:25:00+00
404,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/09/13 04:00:00+00,Morning,2017/09/14 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/09/18 21:05:00+00
405,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/10/11 04:00:00+00,Afternoon,2017/10/12 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/10/24 14:24:00+00
406,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/07/12 04:00:00+00,Morning,2017/07/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,14,22,0,2017/09/21 20:14:00+00
407,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/24 04:00:00+00,Morning,2016/05/26 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,3,0,0,2017/12/04 22:47:00+00
408,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/07/19 04:00:00+00,Morning,2017/07/20 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,6,13,0,2017/09/21 21:07:00+00
409,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/07/17 04:00:00+00,Afternoon,2018/07/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,7,0,0,2018/08/24 18:37:00+00
410,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/05/01 04:00:00+00,Afternoon,2018/05/02 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/06/11 17:29:00+00
411,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/10 04:00:00+00,Morning,2016/05/12 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/04 18:55:00+00
412,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/09/06 04:00:00+00,Afternoon,2016/09/08 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,2,2,0,2017/12/11 18:27:00+00
413,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/04/26 04:00:00+00,Morning,2016/04/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,0,0,2017/12/01 20:11:00+00
414,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/05/31 04:00:00+00,Morning,2017/06/01 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,6,5,0,2017/09/18 21:52:00+00
415,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/28 04:00:00+00,Morning,2016/06/30 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,3,0,0,2017/12/05 22:09:00+00
416,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/24 04:00:00+00,Morning,2016/05/26 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,19,0,0,2017/12/04 22:48:00+00
417,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/09/27 04:00:00+00,Afternoon,2017/09/28 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,13,4,0,2017/10/24 13:50:00+00
418,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/09/20 04:00:00+00,Morning,2017/09/21 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,7,0,0,2017/09/25 21:04:00+00
419,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/05/17 04:00:00+00,Morning,2017/05/18 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,23,16,0,2017/09/12 16:34:00+00
420,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,12,1,0,2017/12/12 18:09:00+00
421,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,6,0,2017/12/12 20:41:00+00
422,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/08/23 04:00:00+00,Morning,2016/08/25 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/12/08 20:36:00+00
423,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/08/30 04:00:00+00,Morning,2016/09/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/11 17:23:00+00
424,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/09/13 04:00:00+00,Morning,2016/09/15 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,7,8,0,2017/12/11 21:38:00+00
425,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/09/11 04:00:00+00,Afternoon,2018/09/12 04:00:00+00,Afternoon,Aedes,aegypti,Adult,No,No,No,2,0,0,2018/10/05 15:44:00+00
426,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/12 04:00:00+00,Morning,2016/07/14 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/06 18:14:00+00
427,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/09/04 04:00:00+00,Afternoon,2018/09/05 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,2,0,2018/10/05 14:20:00+00
428,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/30 04:00:00+00,Afternoon,2017/08/31 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,6,0,0,2017/09/11 21:17:00+00
429,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/09/13 04:00:00+00,Morning,2016/09/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/11 21:37:00+00
430,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/10/04 04:00:00+00,Afternoon,2017/10/05 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/10/24 14:18:00+00
431,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/14 04:00:00+00,Morning,2016/06/16 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,13,0,0,2017/12/05 18:22:00+00
432,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/06/12 04:00:00+00,Afternoon,2018/06/13 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,2,0,2018/06/25 20:36:00+00
433,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/08/07 04:00:00+00,Afternoon,2018/08/08 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/09/24 16:51:00+00
434,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/17 04:00:00+00,Morning,2016/05/19 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,16,0,0,2017/12/04 21:36:00+00
435,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/09 04:00:00+00,Morning,2017/08/10 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,6,0,0,2017/09/26 13:53:00+00
436,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/07 21:54:00+00
437,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/06/14 04:00:00+00,Morning,2017/06/15 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,10,0,2017/09/19 18:55:00+00
438,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/05/15 04:00:00+00,Afternoon,2018/05/16 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,14,0,0,2018/06/11 19:11:00+00
439,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/26 04:00:00+00,Morning,2016/07/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,1,0,2017/12/07 19:44:00+00
440,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/07/17 04:00:00+00,Afternoon,2018/07/18 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2018/08/24 18:37:00+00
441,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/26 04:00:00+00,Morning,2016/07/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,2,0,2017/12/07 19:43:00+00
442,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/06/28 04:00:00+00,Morning,2016/06/30 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,1,0,2017/12/05 22:08:00+00
443,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/25 04:00:00+00,Morning,2016/10/27 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/12 21:37:00+00
444,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/07/02 04:00:00+00,Afternoon,2018/07/03 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2018/07/09 20:29:00+00
445,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/08/21 04:00:00+00,Afternoon,2018/08/22 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,4,0,0,2018/09/24 19:03:00+00
446,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/03 04:00:00+00,Morning,2016/05/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,1,0,2017/12/01 21:30:00+00
447,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/07/10 04:00:00+00,Afternoon,2018/07/11 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,16,0,0,2018/07/23 19:10:00+00
448,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/10/04 04:00:00+00,Morning,2016/10/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,1,0,2017/12/12 17:22:00+00
449,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Qunicy St. NE,Washington,DC,District of Columbia,Monastery,2018/06/05 04:00:00+00,Afternoon,2018/06/06 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,21,0,0,2018/06/25 19:50:00+00
450,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/07/19 04:00:00+00,Morning,2016/07/21 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/07 15:58:00+00
451,BGS Trap,Lure,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/07/26 04:00:00+00,Afternoon,2017/07/27 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,8,0,2017/09/21 22:06:00+00
452,Gravid Trap,Lure and grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/11 19:51:00+00
453,Gravid Trap,Hay or grass infusion,5B,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2018/06/26 04:00:00+00,Afternoon,2018/06/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,10,0,0,2018/07/09 17:46:00+00
454,Gravid Trap,Hay or grass infusion,5C,38.938009,-76.985136,1400 Quincy St. NE,Washington,DC,District of Columbia,Monastery,2016/05/31 04:00:00+00,Morning,2016/06/02 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,49,2,0,2017/12/05 15:04:00+00
455,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/29 04:00:00+00,Afternoon,2016/08/31 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,12,2,0,2017/12/11 17:03:00+00
456,Gravid Trap,Lure and grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/08/30 23:07:00+00
457,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/19 04:00:00+00,Afternoon,2016/09/21 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/11 22:10:00+00
458,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/05/24 04:00:00+00,Afternoon,2017/05/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/09/12 18:53:00+00
459,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/06/28 04:00:00+00,Afternoon,2017/06/29 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/09/19 19:36:00+00
460,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/07/11 04:00:00+00,Afternoon,2016/07/13 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,3,0,0,2017/12/06 17:40:00+00
461,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/19 04:00:00+00,Afternoon,2016/09/21 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,20,0,0,2017/12/11 22:09:00+00
462,Gravid Trap,Lure and grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,0,0,2017/09/26 16:08:00+00
463,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/06/06 04:00:00+00,Afternoon,2016/06/08 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,87,3,0,2017/12/05 16:05:00+00
464,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/08 16:50:00+00
465,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/04 21:13:00+00
466,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/06/13 04:00:00+00,Afternoon,2016/06/15 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,16,0,0,2017/12/05 17:54:00+00
467,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/04/25 04:00:00+00,Afternoon,2016/04/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,72,0,0,2017/12/01 19:35:00+00
468,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,29,7,0,2017/12/11 21:12:00+00
469,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/10/11 04:00:00+00,Afternoon,2016/10/13 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/12 17:55:00+00
470,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/08 20:10:00+00
471,Gravid Trap,Hay or grass infusion,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,11,0,0,2017/12/04 21:14:00+00
472,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/06/21 04:00:00+00,Afternoon,2017/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,2,0,2017/09/19 19:18:00+00
473,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/05/03 04:00:00+00,Morning,2017/05/04 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,10,0,0,2017/09/11 22:50:00+00
474,ABC Trap,CO2 with light,3B,38.937768,-77.096815,3645 49th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/06/07 04:00:00+00,Afternoon,2017/06/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,2,0,2017/09/18 22:54:00+00
